	nome_produto	valor_produto	data_busca	link_produto
539	Smartphone quantum go2 4g 32gb rosa octacore 3gb ram duas câmeras 13mp tela hd 5 android 7 - Quantum	799.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-go2-4g-32gb-rosa-octacore-3gb-ram-duas-cameras-13mp-tela-hd-5-android-7-quantum/p/7606877/te/qmuv/
540	Smartphone quantum you 4g 32gb rosa quadcore 3gb ram duas câmeras 13mp tela hd 5 android 7 - Quantum	749.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-you-4g-32gb-rosa-quadcore-3gb-ram-duas-cameras-13mp-tela-hd-5-android-7-quantum/p/7577574/te/qmuv/
541	Smartphone quantum muv up 4g 32gb rosa octacore 3gb ram dual cam 13mp tela hd 5.5 android 7 - Quantum	699.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-muv-up-4g-32gb-rosa-octacore-3gb-ram-dual-cam-13mp-tela-hd-5.5-android-7-quantum/p/7611108/te/qmuv/
542	Smartphone quantum muv pro 4g 16gb rosa 2gb ram dual cam 13mp tela hd 5.5 android 6.0 - Quantum	599.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-muv-pro-4g-16gb-rosa-2gb-ram-dual-cam-13mp-tela-hd-5.5-android-6.0-quantum/p/7432778/te/qmuv/
543	"Smartphone quantum fly 4g 32gb chumbo decacore 3gb ram câmera traseira 16mp tela full hd 5.2"" - Quantum"	1099.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-fly-4g-32gb-chumbo-decacore-3gb-ram-camera-traseira-16mp-tela-full-hd-5.2-quantum/p/7779885/te/qmuv/
544	Smartphone quantum muv pro 4g 16gb dourado 2gb ram dual cam 13mp tela hd 5.5 android 6.0 - Quantum	599.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-muv-pro-4g-16gb-dourado-2gb-ram-dual-cam-13mp-tela-hd-5.5-android-6.0-quantum/p/7597256/te/qmuv/
545	Smartphone quantum go2 4g 32gb azul octacore 3gb ram duas câmeras 13mp tela hd 5 android 7 - Quantum	799.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-go2-4g-32gb-azul-octacore-3gb-ram-duas-cameras-13mp-tela-hd-5-android-7-quantum/p/7787845/te/qmuv/
546	Smartphone quantum muv up 4g 32gb azul octacore 3gb ram dual cam 13mp tela hd 5.5 android 7 - Quantum	699.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-muv-up-4g-32gb-azul-octacore-3gb-ram-dual-cam-13mp-tela-hd-5.5-android-7-quantum/p/7581346/te/qmuv/
547	"Smartphone quantum fly 4g 32gb azul decacore 3gb ram câmera traseira 16mp tela full hd 5.2"" - Quantum"	1299.0	5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-fly-4g-32gb-azul-decacore-3gb-ram-camera-traseira-16mp-tela-full-hd-5.2-quantum/p/7463002/te/qmuv/
548	martphone Quantum MUV UP 4G 32GB Asphalt Octacore 3GB RAM Dual Cam 13MP Tela HD 5.5 Android 7 - QUANTUM		5/10/2017	https://www.magazineluiza.com.br/martphone-quantum-muv-up-4g-32gb-asphalt-octacore-3gb-ram-dual-cam-13mp-tela-hd-5.5-android-7-quantum/p/7754923/te/qmuv/
549	Smartphone quantum muv 4g 16gb dourado 1gb ram dual cam 13mp tela hd 5.5 android 6.0 - Quantum		5/10/2017	https://www.magazineluiza.com.br/smartphone-quantum-muv-4g-16gb-dourado-1gb-ram-dual-cam-13mp-tela-hd-5.5-android-6.0-quantum/p/7780730/te/qmuv/
550	Óculos de Realidade Virtual para Galaxy Samsung - Gear VR	799.0	5/10/2017	https://www.magazineluiza.com.br/oculos-de-realidade-virtual-para-galaxy-samsung-gear-vr/p/0404122/te/ssgr/
551	Smart Watch uWear com Display Touch Screen para Android - uWear	282.0	5/10/2017	https://www.magazineluiza.com.br/smart-watch-uwear-com-display-touch-screen-para-android-uwear/p/7443070/te/smtw/
552	Smartwatch Relógio Celular 3g Chip compatível Android Iphone Samsung com bluetooth - Power XL	299.0	5/10/2017	https://www.magazineluiza.com.br/smartwatch-relogio-celular-3g-chip-compativel-android-iphone-samsung-com-bluetooth-power-xl/p/7679544/te/smtw/
553	Relógio Smartwatch U8 Bluetooth Para Celular Iphone Android - Power XL	99.0	5/10/2017	https://www.magazineluiza.com.br/relogio-smartwatch-u8-bluetooth-para-celular-iphone-android-power-xl/p/7713639/te/smtw/
554	Relógio smartwatch u8 bluetooth para celular compatível android e iphone - U8	99.0	5/10/2017	https://www.magazineluiza.com.br/relogio-smartwatch-u8-bluetooth-para-celular-compativel-android-e-iphone-u8/p/7744547/te/smtw/
555	Relógio Smartwatch U8 Bluetooth Para Celular Iphone Android - Power XL	139.9	5/10/2017	https://www.magazineluiza.com.br/relogio-smartwatch-u8-bluetooth-para-celular-iphone-android-power-xl/p/7762974/te/smtw/
556	Smartband/Monitor de Atividades Digital SSmart - Dynamo - Oregon	234.9	5/10/2017	https://www.magazineluiza.com.br/smartband-monitor-de-atividades-digital-ssmart-dynamo-oregon/p/0877203/es/smbd/
557	K88H Smart Watch - Compatível com Androis e Ios. Aço Inox - Preto - Modelo MTK2502		5/10/2017	https://www.magazineluiza.com.br/k88h-smart-watch-compativel-com-androis-e-ios.-aco-inox-preto-modelo-mtk2502/p/7626834/te/smtw/
